Id,Category
2998,5
2999,3
3000,8
3001,6
3002,8
3003,1
3004,8
3005,1
3006,4
3007,9
3008,3
3009,2
3010,0
3011,3
3012,3
3013,1
3014,6
3015,7
3016,6
3017,5
3018,2
3019,6
3020,8
3021,6
3022,6
3023,0
3024,3
3025,8
3026,4
3027,9
3028,6
3029,6
3030,7
3031,6
3032,1
3033,6
3034,2
3035,2
3036,9
3037,9
3038,2
3039,0
3040,8
3041,8
3042,4
3043,1
3044,2
3045,2
3046,3
3047,1
3048,0
3049,9
3050,2
3051,9
3052,3
3053,0
3054,4
3055,8
3056,6
3057,3
3058,8
3059,0
3060,2
3061,5
3062,7
3063,3
3064,4
3065,8
3066,5
3067,0
3068,2
3069,3
3070,2
3071,0
3072,9
3073,2
3074,0
3075,9
3076,2
3077,5
3078,2
3079,3
3080,7
3081,5
3082,1
3083,0
3084,3
3085,5
3086,0
3087,3
3088,1
3089,3
3090,1
3091,0
3092,5
3093,8
3094,9
3095,2
3096,9
3097,2
3098,4
3099,7
3100,7
3101,0
3102,1
3103,1
3104,1
3105,5
3106,1
3107,5
3108,9
3109,7
3110,6
3111,3
3112,9
3113,9
3114,8
3115,2
3116,2
3117,0
3118,1
3119,6
3120,5
3121,3
3122,6
3123,7
3124,5
3125,1
3126,3
3127,8
3128,2
3129,5
3130,0
3131,9
3132,6
3133,4
3134,6
3135,9
3136,0
3137,3
3138,9
3139,8
3140,3
3141,7
3142,1
3143,2
3144,3
3145,7
3146,8
3147,3
3148,2
3149,1
3150,9
3151,3
3152,3
3153,0
3154,7
3155,0
3156,9
3157,9
3158,3
3159,5
3160,2
3161,1
3162,4
3163,3
3164,0
3165,5
3166,7
3167,1
3168,4
3169,5
3170,7
3171,2
3172,1
3173,3
3174,6
3175,2
3176,3
3177,8
3178,4
3179,2
3180,7
3181,4
3182,3
3183,3
3184,3
3185,1
3186,9
3187,8
3188,0
3189,1
3190,9
3191,8
3192,0
3193,9
3194,3
3195,5
3196,1
3197,7
3198,6
3199,5
3200,1
3201,8
3202,6
3203,6
3204,0
3205,6
3206,1
3207,4
3208,1
3209,6
3210,5
3211,8
3212,1
3213,6
3214,1
3215,7
3216,0
3217,0
3218,1
3219,8
3220,3
3221,1
3222,6
3223,3
3224,8
3225,6
3226,9
3227,2
3228,2
3229,1
3230,7
3231,9
3232,0
3233,8
3234,4
3235,1
3236,9
3237,2
3238,0
3239,3
3240,7
3241,0
3242,3
3243,3
3244,1
3245,1
3246,1
3247,2
3248,8
3249,0
3250,2
3251,2
3252,7
3253,0
3254,2
3255,9
3256,9
3257,1
3258,2
3259,8
3260,8
3261,8
3262,8
3263,3
3264,9
3265,1
3266,0
3267,7
3268,4
3269,2
3270,5
3271,6
3272,9
3273,4
3274,5
3275,1
3276,6
3277,6
3278,7
3279,3
3280,6
3281,1
3282,9
3283,4
3284,5
3285,5
3286,3
3287,8
3288,0
3289,9
3290,8
3291,6
3292,2
3293,6
3294,1
3295,5
3296,9
3297,7
3298,8
3299,0
3300,7
3301,5
3302,3
3303,1
3304,0
3305,9
3306,4
3307,4
3308,8
3309,1
3310,9
3311,2
3312,8
3313,5
3314,6
3315,7
3316,1
3317,2
3318,7
3319,1
3320,1
3321,9
3322,7
3323,8
3324,4
3325,7
3326,8
3327,0
3328,6
3329,5
3330,3
3331,9
3332,9
3333,7
3334,5
3335,0
3336,5
3337,7
3338,5
3339,3
3340,1
3341,1
3342,1
3343,3
3344,2
3345,0
3346,8
3347,5
3348,3
3349,8
3350,5
3351,6
3352,6
3353,3
3354,0
3355,8
3356,3
3357,8
3358,8
3359,9
3360,2
3361,9
3362,1
3363,9
3364,1
3365,4
3366,4
3367,4
3368,6
3369,6
3370,3
3371,1
3372,0
3373,5
3374,9
3375,8
3376,8
3377,6
3378,2
3379,2
3380,2
3381,0
3382,6
3383,4
3384,0
3385,6
3386,5
3387,7
3388,3
3389,2
3390,0
3391,8
3392,0
3393,8
3394,7
3395,1
3396,2
3397,5
3398,4
3399,5
3400,3
3401,6
3402,3
3403,0
3404,5
3405,5
3406,9
3407,4
3408,5
3409,3
3410,1
3411,2
3412,0
3413,4
3414,4
3415,2
3416,5
3417,3
3418,2
3419,9
3420,8
3421,1
3422,5
3423,2
3424,5
3425,9
3426,1
3427,2
3428,9
3429,0
3430,8
3431,8
3432,3
3433,2
3434,4
3435,4
3436,4
3437,0
3438,3
3439,8
3440,3
3441,4
3442,9
3443,7
3444,1
3445,6
3446,5
3447,2
3448,8
3449,6
3450,1
3451,5
3452,8
3453,5
3454,7
3455,6
3456,1
3457,8
3458,6
3459,1
3460,0
3461,4
3462,7
3463,3
3464,5
3465,3
3466,2
3467,8
3468,9
3469,0
3470,4
3471,9
3472,0
3473,4
3474,4
3475,3
3476,0
3477,7
3478,6
3479,5
3480,3
3481,4
3482,6
3483,0
3484,3
3485,0
3486,0
3487,1
3488,4
3489,2
3490,1
3491,8
3492,8
3493,2
3494,6
3495,4
3496,1
3497,8
3498,3
3499,1
3500,5
3501,7
3502,8
3503,7
3504,8
3505,4
3506,7
3507,9
3508,2
3509,4
3510,1
3511,0
3512,8
3513,4
3514,3
3515,0
3516,6
3517,9
3518,5
3519,5
3520,3
3521,3
3522,1
3523,9
3524,5
3525,0
3526,0
3527,9
3528,3
3529,6
3530,2
3531,4
3532,4
3533,3
3534,5
3535,1
3536,0
3537,4
3538,2
3539,2
3540,3
3541,8
3542,9
3543,8
3544,6
3545,9
3546,1
3547,0
3548,7
3549,9
3550,5
3551,1
3552,2
3553,4
3554,7
3555,8
3556,0
3557,4
3558,5
3559,5
3560,5
3561,7
3562,1
3563,3
3564,1
3565,3
3566,8
3567,7
3568,3
3569,9
3570,4
3571,7
3572,8
3573,7
3574,0
3575,3
3576,1
3577,6
3578,2
3579,1
3580,0
3581,0
3582,3
3583,9
3584,3
3585,0
3586,0
3587,6
3588,2
3589,6
3590,5
3591,8
3592,1
3593,9
3594,9
3595,1
3596,4
3597,6
3598,3
3599,6
3600,7
3601,5
3602,5
3603,5
3604,8
3605,6
3606,6
3607,8
3608,1
3609,5
3610,1
3611,0
3612,4
3613,2
3614,3
3615,9
3616,5
3617,9
3618,2
3619,1
3620,8
3621,7
3622,7
3623,1
3624,6
3625,8
3626,0
3627,3
3628,5
3629,4
3630,4
3631,8
3632,0
3633,1
3634,0
3635,5
3636,4
3637,3
3638,8
3639,0
3640,1
3641,1
3642,3
3643,7
3644,8
3645,4
3646,8
3647,8
3648,2
3649,1
3650,3
3651,7
3652,5
3653,0
3654,9
3655,6
3656,5
3657,5
3658,5
3659,2
3660,9
3661,7
3662,8
3663,8
3664,7
3665,7
3666,4
3667,2
3668,9
3669,2
3670,7
3671,0
3672,2
3673,5
3674,0
3675,2
3676,2
3677,2
3678,0
3679,3
3680,3
3681,7
3682,2
3683,5
3684,2
3685,2
3686,9
3687,8
3688,3
3689,4
3690,8
3691,4
3692,7
3693,4
3694,6
3695,3
3696,3
3697,5
3698,2
3699,0
3700,3
3701,4
3702,1
3703,5
3704,2
3705,6
3706,9
3707,1
3708,5
3709,8
3710,1
3711,4
3712,4
3713,2
3714,5
3715,3
3716,9
3717,1
3718,3
3719,3
3720,7
3721,6
3722,1
3723,2
3724,1
3725,6
3726,5
3727,8
3728,0
3729,8
3730,8
3731,6
3732,6
3733,7
3734,4
3735,7
3736,4
3737,4
3738,5
3739,0
3740,5
3741,2
3742,9
3743,7
3744,3
3745,6
3746,5
3747,0
3748,1
3749,2
3750,2
3751,7
3752,4
3753,5
3754,7
3755,5
3756,2
3757,6
3758,1
3759,0
3760,9
3761,3
3762,2
3763,1
3764,5
3765,1
3766,1
3767,7
3768,8
3769,2
3770,0
3771,6
3772,0
3773,3
3774,4
3775,0
3776,2
3777,1
3778,7
3779,6
3780,8
3781,4
3782,8
3783,5
3784,7
3785,1
3786,8
3787,4
3788,1
3789,5
3790,8
3791,3
3792,4
3793,2
3794,4
3795,5
3796,5
3797,0
3798,9
3799,9
3800,9
3801,9
3802,4
3803,2
3804,6
3805,1
3806,1
3807,5
3808,1
3809,7
3810,5
3811,4
3812,4
3813,7
3814,5
3815,2
3816,7
3817,9
3818,7
3819,1
3820,4
3821,5
3822,6
3823,2
3824,1
3825,6
3826,3
3827,0
3828,2
3829,2
3830,7
3831,5
3832,7
3833,1
3834,6
3835,3
3836,6
3837,3
3838,2
3839,4
3840,5
3841,4
3842,2
3843,8
3844,7
3845,0
3846,5
3847,1
3848,5
3849,7
3850,4
3851,2
3852,1
3853,9
3854,3
3855,6
3856,3
3857,4
3858,0
3859,5
3860,4
3861,6
3862,4
3863,4
3864,9
3865,8
3866,4
3867,8
3868,9
3869,2
3870,0
3871,2
3872,6
3873,8
3874,5
3875,4
3876,8
3877,8
3878,4
3879,2
3880,5
3881,5
3882,1
3883,0
3884,7
3885,3
3886,0
3887,6
3888,9
3889,4
3890,5
3891,0
3892,3
3893,7
3894,4
3895,2
3896,9
3897,3
3898,7
3899,1
3900,0
3901,7
3902,6
3903,6
3904,0
3905,3
3906,6
3907,0
3908,9
3909,2
3910,2
3911,9
3912,9
3913,6
3914,1
3915,3
3916,5
3917,0
3918,6
3919,2
3920,1
3921,3
3922,3
3923,9
3924,7
3925,1
3926,4
3927,0
3928,3
3929,8
3930,4
3931,2
3932,2
3933,2
3934,5
3935,6
3936,2
3937,5
3938,5
3939,6
3940,4
3941,2
3942,2
3943,0
3944,3
3945,8
3946,9
3947,0
3948,1
3949,5
3950,8
3951,1
3952,3
3953,1
3954,6
3955,6
3956,4
3957,1
3958,7
3959,3
3960,5
3961,7
3962,2
3963,3
3964,4
3965,2
3966,2
3967,4
3968,4
3969,1
3970,8
3971,6
3972,5
3973,4
3974,2
3975,4
3976,7
3977,2
3978,2
3979,0
3980,8
3981,3
3982,0
3983,7
3984,4
3985,3
3986,5
3987,7
3988,1
3989,9
3990,0
3991,1
3992,3
3993,2
3994,5
3995,6
3996,1
3997,2
3998,2
3999,0
4000,1
4001,1
4002,8
4003,5
4004,4
4005,8
4006,8
4007,7
4008,7
4009,2
4010,2
4011,4
4012,5
4013,2
4014,9
4015,5
4016,9
4017,2
4018,4
4019,3
4020,5
4021,5
4022,3
4023,3
4024,8
4025,5
4026,7
4027,8
4028,2
4029,1
4030,0
4031,4
4032,4
4033,8
4034,0
4035,2
4036,2
4037,8
4038,2
4039,0
4040,3
4041,9
4042,1
4043,3
4044,9
4045,0
4046,1
4047,2
4048,7
4049,8
4050,5
4051,8
4052,7
4053,5
4054,9
4055,5
4056,8
4057,8
4058,5
4059,6
4060,4
4061,4
4062,0
4063,4
4064,5
4065,3
4066,5
4067,6
4068,6
4069,4
4070,1
4071,5
4072,3
4073,2
4074,5
4075,5
4076,4
4077,9
4078,0
4079,9
4080,0
4081,7
4082,9
4083,1
4084,8
4085,6
4086,1
4087,2
4088,5
4089,1
4090,3
4091,5
4092,1
4093,0
4094,2
4095,6
4096,2
4097,9
4098,0
4099,9
4100,5
4101,3
4102,2
4103,7
4104,7
4105,6
4106,4
4107,8
4108,4
4109,1
4110,9
4111,8
4112,3
4113,5
4114,7
4115,5
4116,3
4117,3
4118,1
4119,7
4120,8
4121,2
4122,5
4123,1
4124,8
4125,8
4126,5
4127,1
4128,9
4129,2
4130,8
4131,1
4132,3
4133,1
4134,5
4135,6
4136,0
4137,9
4138,0
4139,6
4140,9
4141,3
4142,3
4143,7
4144,4
4145,8
4146,8
4147,2
4148,1
4149,9
4150,7
4151,2
4152,7
4153,6
4154,1
4155,7
4156,0
4157,6
4158,1
4159,6
4160,8
4161,3
4162,0
4163,0
4164,0
4165,0
4166,1
4167,4
4168,2
4169,6
4170,8
4171,4
4172,7
4173,9
4174,5
4175,5
4176,8
4177,5
4178,6
4179,8
4180,3
4181,2
4182,3
4183,7
4184,1
4185,1
4186,4
4187,7
4188,3
4189,7
4190,8
4191,1
4192,7
4193,5
4194,4
4195,7
4196,0
4197,2
4198,2
4199,5
4200,8
4201,4
4202,9
4203,8
4204,4
4205,1
4206,6
4207,6
4208,0
4209,9
4210,7
4211,0
4212,9
4213,9
4214,3
4215,4
4216,2
4217,7
4218,1
4219,0
4220,3
4221,1
4222,0
4223,4
4224,9
4225,5
4226,1
4227,0
4228,5
4229,9
4230,1
4231,7
4232,3
4233,7
4234,6
4235,4
4236,3
4237,1
4238,7
4239,2
4240,5
4241,1
4242,7
4243,5
4244,1
4245,1
4246,7
4247,4
4248,7
4249,4
4250,8
4251,1
4252,8
4253,9
4254,9
4255,5
4256,5
4257,2
4258,8
4259,7
4260,3
4261,8
4262,3
4263,0
4264,0
4265,2
4266,9
4267,8
4268,8
4269,3
4270,2
4271,3
4272,5
4273,3
4274,4
4275,5
4276,0
4277,0
4278,5
4279,8
4280,4
4281,2
4282,9
4283,2
4284,8
4285,6
4286,4
4287,0
4288,5
4289,3
4290,6
4291,6
4292,2
4293,2
4294,5
4295,4
4296,7
4297,2
4298,6
4299,1
4300,0
4301,6
4302,9
4303,7
4304,6
4305,6
4306,2
4307,2
4308,1
4309,3
4310,5
4311,9
4312,8
4313,3
4314,1
4315,8
4316,8
4317,5
4318,2
4319,0
4320,7
4321,6
4322,2
4323,3
4324,6
4325,6
4326,0
4327,0
4328,5
4329,6
4330,3
4331,2
4332,6
4333,2
4334,3
4335,0
4336,5
4337,9
4338,8
4339,7
4340,2
4341,9
4342,5
4343,2
4344,3
4345,3
4346,8
4347,7
4348,8
4349,9
4350,7
4351,1
4352,9
4353,3
4354,2
4355,9
4356,8
4357,1
4358,0
4359,3
4360,8
4361,7
4362,0
4363,5
4364,9
4365,1
4366,9
4367,2
4368,9
4369,7
4370,8
4371,7
4372,9
4373,0
4374,1
4375,8
4376,7
4377,8
4378,6
4379,5
4380,7
4381,7
4382,7
4383,4
4384,4
4385,5
4386,7
4387,1
4388,3
4389,4
4390,2
4391,5
4392,6
4393,6
4394,2
4395,8
4396,0
4397,0
4398,3
4399,5
4400,5
4401,3
4402,8
4403,5
4404,9
4405,4
4406,9
4407,7
4408,7
4409,5
4410,6
4411,6
4412,4
4413,4
4414,9
4415,7
4416,3
4417,6
4418,7
4419,4
4420,5
4421,4
4422,4
4423,0
4424,3
4425,8
4426,3
4427,2
4428,4
4429,0
4430,6
4431,2
4432,8
4433,2
4434,0
4435,3
4436,3
4437,8
4438,7
4439,4
4440,8
4441,8
4442,0
4443,0
4444,0
4445,7
4446,1
4447,9
4448,2
4449,3
4450,8
4451,1
4452,4
4453,2
4454,8
4455,3
4456,0
4457,4
4458,3
4459,8
4460,6
4461,8
4462,0
4463,3
4464,6
4465,6
4466,4
4467,7
4468,6
4469,0
4470,4
4471,6
4472,6
4473,7
4474,7
4475,4
4476,6
4477,3
4478,0
4479,8
4480,2
4481,9
4482,7
4483,4
4484,0
4485,8
4486,0
4487,0
4488,0
4489,1
4490,4
4491,8
4492,7
4493,6
4494,9
4495,9
4496,4
4497,8
4498,8
4499,0
4500,1
4501,6
4502,3
4503,3
4504,8
4505,2
4506,6
4507,0
4508,0
4509,5
4510,5
4511,4
4512,2
4513,6
4514,7
4515,3
4516,4
4517,9
4518,9
4519,0
4520,1
4521,9
4522,5
4523,4
4524,3
4525,3
4526,1
4527,5
4528,0
4529,1
4530,2
4531,7
4532,0
4533,5
4534,6
4535,1
4536,4
4537,5
4538,3
4539,9
4540,3
4541,2
4542,7
4543,0
4544,5
4545,0
4546,6
4547,3
4548,0
4549,6
4550,3
4551,0
4552,8
4553,5
4554,6
4555,7
4556,2
4557,7
4558,7
4559,2
4560,6
4561,4
4562,7
4563,3
4564,6
4565,7
4566,4
4567,9
4568,4
4569,2
4570,1
4571,1
4572,3
4573,7
4574,1
4575,4
4576,7
4577,3
4578,7
4579,7
4580,1
4581,2
4582,4
4583,3
4584,3
4585,5
4586,0
4587,7
4588,3
4589,4
4590,3
4591,1
4592,3
4593,3
4594,6
4595,2
4596,1
4597,1
4598,4
4599,8
4600,1
4601,7
4602,6
4603,1
4604,8
4605,2
4606,4
4607,1
4608,0
4609,6
4610,5
4611,2
4612,9
4613,3
4614,5
4615,0
4616,6
4617,2
4618,8
4619,2
4620,3
4621,5
4622,1
4623,4
4624,6
4625,2
4626,0
4627,2
4628,8
4629,8
4630,3
4631,4
4632,1
4633,0
4634,2
4635,2
4636,5
4637,4
4638,5
4639,3
4640,5
4641,2
4642,5
4643,5
4644,7
4645,7
4646,3
4647,6
4648,1
4649,8
4650,4
4651,7
4652,4
4653,3
4654,3
4655,9
4656,2
4657,0
4658,6
4659,0
4660,0
4661,4
4662,0
4663,8
4664,0
4665,1
4666,1
4667,0
4668,2
4669,5
4670,9
4671,1
4672,8
4673,3
4674,4
4675,1
4676,6
4677,7
4678,3
4679,3
4680,5
4681,1
4682,5
4683,0
4684,4
4685,3
4686,2
4687,7
4688,1
4689,4
4690,4
4691,9
4692,3
4693,9
4694,3
4695,0
4696,4
4697,5
4698,8
4699,7
4700,0
4701,7
4702,1
4703,6
4704,8
4705,7
4706,7
4707,7
4708,7
4709,6
4710,1
4711,8
4712,0
4713,6
4714,4
4715,8
4716,5
4717,8
4718,2
4719,9
4720,6
4721,6
4722,1
4723,3
4724,8
4725,5
4726,0
4727,3
4728,7
4729,2
4730,9
4731,2
4732,5
4733,2
4734,2
4735,4
4736,0
4737,2
4738,3
4739,4
4740,1
4741,2
4742,4
4743,3
4744,4
4745,7
4746,0
4747,4
4748,7
4749,8
4750,9
4751,6
4752,6
4753,4
4754,5
4755,9
4756,2
4757,3
4758,3
4759,7
4760,1
4761,5
4762,5
4763,1
4764,2
4765,8
4766,6
4767,3
4768,3
4769,0
4770,2
4771,8
4772,0
4773,2
4774,7
4775,0
4776,5
4777,5
4778,8
4779,5
4780,6
4781,7
4782,9
4783,3
4784,9
4785,1
4786,9
4787,2
4788,8
4789,9
4790,9
4791,4
4792,3
4793,3
4794,4
4795,2
4796,1
4797,9
4798,7
4799,5
4800,6
4801,7
4802,8
4803,2
4804,0
4805,4
4806,8
4807,9
4808,0
4809,2
4810,2
4811,7
4812,4
4813,1
4814,4
4815,3
4816,4
4817,9
4818,5
4819,3
4820,3
4821,1
4822,0
4823,8
4824,6
4825,3
4826,4
4827,2
4828,7
4829,1
4830,2
4831,8
4832,0
4833,2
4834,0
4835,7
4836,3
4837,2
4838,7
4839,1
4840,2
4841,7
4842,8
4843,3
4844,0
4845,2
4846,4
4847,3
4848,6
4849,3
4850,2
4851,4
4852,3
4853,3
4854,6
4855,9
4856,9
4857,2
4858,5
4859,8
4860,1
4861,5
4862,8
4863,8
4864,8
4865,5
4866,4
4867,1
4868,5
4869,4
4870,7
4871,7
4872,5
4873,0
4874,1
4875,4
4876,4
4877,3
4878,2
4879,6
4880,3
4881,2
4882,8
4883,8
4884,9
4885,5
4886,3
4887,4
4888,3
4889,9
4890,7
4891,8
4892,2
4893,4
4894,4
4895,1
4896,5
4897,5
4898,3
4899,9
4900,9
4901,0
4902,9
4903,0
4904,8
4905,9
4906,3
4907,0
4908,6
4909,4
4910,3
4911,8
4912,0
4913,5
4914,9
4915,1
4916,6
4917,2
4918,1
4919,3
4920,3
4921,4
4922,1
4923,5
4924,2
4925,5
4926,6
4927,7
4928,5
4929,4
4930,0
4931,1
4932,1
4933,2
4934,3
4935,9
4936,8
4937,3
4938,1
4939,9
4940,4
4941,5
4942,1
4943,7
4944,1
4945,6
4946,1
4947,7
4948,6
4949,7
4950,8
4951,5
4952,5
4953,8
4954,2
4955,6
4956,8
4957,3
4958,2
4959,3
4960,7
4961,9
4962,8
4963,2
4964,2
4965,8
4966,5
4967,1
4968,8
4969,4
4970,9
4971,1
4972,2
4973,1
4974,0
4975,2
4976,5
4977,6
4978,6
4979,7
4980,2
4981,2
4982,3
4983,0
4984,5
4985,8
4986,5
4987,1
4988,7
4989,0
4990,8
4991,5
4992,0
4993,5
4994,5
4995,4
4996,9
4997,4
4998,2
4999,3
5000,1
5001,5
5002,6
5003,4
5004,3
5005,0
5006,4
5007,1
5008,7
5009,1
5010,8
5011,4
5012,2
5013,5
5014,5
5015,3
5016,2
5017,5
5018,6
5019,7
5020,6
5021,7
5022,5
5023,6
5024,9
5025,7
5026,0
5027,4
5028,1
5029,6
5030,1
5031,9
5032,8
5033,5
5034,1
5035,1
5036,7
5037,1
5038,3
5039,6
5040,4
5041,3
5042,2
5043,6
5044,2
5045,0
5046,0
5047,1
5048,1
5049,2
5050,9
5051,5
5052,2
5053,9
5054,4
5055,6
5056,2
5057,7
5058,3
5059,8
5060,6
5061,2
5062,4
5063,2
5064,2
5065,4
5066,2
5067,4
5068,1
5069,7
5070,2
5071,6
5072,6
5073,2
5074,6
5075,7
5076,1
5077,7
5078,7
5079,1
5080,2
5081,8
5082,4
5083,6
5084,3
5085,0
5086,8
5087,7
5088,0
5089,3
5090,8
5091,7
5092,4
5093,3
5094,2
5095,7
5096,7
5097,6
5098,2
5099,4
5100,4
5101,5
5102,1
5103,0
5104,1
5105,9
5106,6
5107,5
5108,5
5109,6
5110,1
5111,5
5112,9
5113,2
5114,1
5115,4
5116,7
5117,5
5118,7
5119,9
5120,7
5121,4
5122,8
5123,8
5124,8
5125,8
5126,4
5127,6
5128,2
5129,4
5130,1
5131,8
5132,0
5133,0
5134,2
5135,4
5136,0
5137,5
5138,1
5139,3
5140,4
5141,9
5142,5
5143,0
5144,1
5145,0
5146,2
5147,6
5148,5
5149,2
5150,8
5151,9
5152,9
5153,4
5154,5
5155,3
5156,3
5157,5
5158,3
5159,7
5160,6
5161,4
5162,0
5163,0
5164,4
5165,5
5166,1
5167,3
5168,4
5169,9
5170,2
5171,6
5172,0
5173,9
5174,1
5175,4
5176,9
5177,7
5178,1
5179,2
5180,1
5181,3
5182,0
5183,2
5184,4
5185,2
5186,3
5187,1
5188,6
5189,4
5190,0
5191,0
5192,2
5193,4
5194,2
5195,7
5196,2
5197,2
5198,9
5199,3
5200,2
5201,5
5202,7
5203,7
5204,9
5205,8
5206,9
5207,7
5208,1
5209,2
5210,9
5211,3
5212,9
5213,7
5214,5
5215,1
5216,7
5217,9
5218,0
5219,3
5220,2
5221,4
5222,7
5223,3
5224,9
5225,7
5226,8
5227,3
5228,7
5229,0
5230,0
5231,3
5232,3
5233,4
5234,0
5235,4
5236,1
5237,8
5238,2
5239,9
5240,0
5241,2
5242,4
5243,6
5244,7
5245,1
5246,3
5247,6
5248,7
5249,8
5250,1
5251,1
5252,1
5253,5
5254,1
5255,8
5256,2
5257,2
5258,7
5259,7
5260,0
5261,8
5262,3
5263,1
5264,1
5265,9
5266,1
5267,4
5268,6
5269,4
5270,2
5271,3
5272,1
5273,5
5274,1
5275,5
5276,7
5277,4
5278,0
5279,0
5280,3
5281,9
5282,8
5283,6
5284,1
5285,6
5286,2
5287,0
5288,0
5289,1
5290,7
5291,2
5292,1
5293,1
5294,0
5295,9
5296,8
5297,8
5298,5
5299,1
5300,5
5301,8
5302,0
5303,5
5304,1
5305,3
5306,9
5307,1
5308,6
5309,6
5310,8
5311,8
5312,8
5313,2
5314,2
5315,1
5316,1
5317,7
5318,2
5319,3
5320,8
5321,0
5322,6
5323,6
5324,7
5325,5
5326,8
5327,1
5328,5
5329,9
5330,3
5331,1
5332,3
5333,2
5334,5
5335,8
5336,5
5337,6
5338,9
5339,4
5340,4
5341,5
5342,3
5343,5
5344,8
5345,5
5346,3
5347,2
5348,1
5349,6
5350,6
5351,2
5352,1
5353,6
5354,7
5355,0
5356,3
5357,7
5358,2
5359,3
5360,5
5361,7
5362,6
5363,3
5364,3
5365,9
5366,8
5367,7
5368,3
5369,6
5370,1
5371,2
5372,0
5373,7
5374,0
5375,0
5376,9
5377,1
5378,3
5379,0
5380,7
5381,6
5382,4
5383,3
5384,0
5385,0
5386,0
5387,3
5388,0
5389,1
5390,3
5391,9
5392,2
5393,1
5394,2
5395,2
5396,6
5397,0
5398,7
5399,4
5400,3
5401,0
5402,1
5403,4
5404,5
5405,7
5406,3
5407,7
5408,6
5409,7
5410,5
5411,2
5412,6
5413,9
5414,7
5415,8
5416,9
5417,4
5418,2
5419,7
5420,3
5421,5
5422,8
5423,1
5424,5
5425,2
5426,8
5427,7
5428,9
5429,6
5430,8
5431,9
5432,1
5433,5
5434,2
5435,9
5436,5
5437,9
5438,1
5439,3
5440,1
5441,2
5442,1
5443,9
5444,9
5445,8
5446,7
5447,8
5448,4
5449,9
5450,4
5451,1
5452,1
5453,1
5454,3
5455,0
5456,4
5457,7
5458,7
5459,9
5460,0
5461,8
5462,1
5463,5
5464,3
5465,0
5466,2
5467,6
5468,0
5469,1
5470,4
5471,5
5472,3
5473,3
5474,0
5475,2
5476,7
5477,6
5478,7
5479,4
5480,3
5481,4
5482,0
5483,0
5484,0
5485,1
5486,2
5487,1
5488,1
5489,9
5490,1
5491,1
5492,5
5493,0
5494,4
5495,4
5496,9
5497,7
5498,8
5499,8
5500,0
5501,4
5502,0
5503,3
5504,4
5505,3
5506,4
5507,4
5508,8
5509,8
5510,4
5511,7
5512,2
5513,4
5514,5
5515,6
5516,1
5517,6
5518,2
5519,8
5520,8
5521,8
5522,7
5523,4
5524,5
5525,7
5526,6
5527,1
5528,7
5529,1
5530,3
5531,0
5532,3
5533,6
5534,7
5535,4
5536,6
5537,5
5538,1
5539,2
5540,7
5541,0
5542,0
5543,3
5544,7
5545,3
5546,7
5547,5
5548,9
5549,8
5550,0
5551,2
5552,6
5553,6
5554,1
5555,7
5556,9
5557,3
5558,5
5559,1
5560,8
5561,7
5562,2
5563,9
5564,0
5565,8
5566,0
5567,0
5568,9
5569,1
5570,1
5571,8
5572,1
5573,4
5574,0
5575,6
5576,0
5577,9
5578,2
5579,5
5580,7
5581,9
5582,7
5583,3
5584,4
5585,8
5586,0
5587,4
5588,7
5589,6
5590,0
5591,1
5592,1
5593,5
5594,1
5595,9
5596,3
5597,0
5598,2
5599,2
5600,8
5601,8
5602,3
5603,8
5604,4
5605,2
5606,0
5607,6
5608,1
5609,3
5610,7
5611,4
5612,1
5613,3
5614,3
5615,6
5616,0
5617,4
5618,8
5619,6
5620,2
5621,0
5622,6
5623,5
5624,7
5625,4
5626,1
5627,1
5628,9
5629,8
5630,5
5631,1
5632,3
5633,2
5634,7
5635,0
5636,4
5637,1
5638,7
5639,9
5640,8
5641,9
5642,9
5643,1
5644,3
5645,3
5646,7
5647,4
5648,7
5649,6
5650,6
5651,1
5652,5
5653,8
5654,4
5655,9
5656,5
5657,4
5658,8
5659,4
5660,9
5661,5
5662,3
5663,5
5664,1
5665,3
5666,1
5667,0
5668,3
5669,0
5670,7
5671,9
5672,9
5673,0
5674,0
5675,4
5676,8
5677,4
5678,0
5679,8
5680,6
5681,8
5682,8
5683,7
5684,8
5685,2
5686,2
5687,0
5688,4
5689,8
5690,4
5691,2
5692,4
5693,4
5694,5
5695,5
5696,4
5697,1
5698,4
5699,1
5700,8
5701,7
5702,0
5703,0
5704,3
5705,8
5706,5
5707,2
5708,9
5709,4
5710,5
5711,9
5712,4
5713,4
5714,7
5715,7
5716,0
5717,9
5718,4
5719,5
5720,7
5721,4
5722,9
5723,5
5724,7
5725,3
5726,7
5727,1
5728,0
5729,3
5730,8
5731,5
5732,7
5733,7
5734,1
5735,8
5736,6
5737,5
5738,6
5739,5
5740,1
5741,7
5742,7
5743,4
5744,6
5745,1
5746,3
5747,1
5748,9
5749,9
5750,8
5751,7
5752,9
5753,6
5754,2
5755,9
5756,3
5757,1
5758,3
5759,2
5760,2
5761,9
5762,8
5763,4
5764,2
5765,3
5766,5
5767,0
5768,0
5769,9
5770,7
5771,7
5772,9
5773,0
5774,2
5775,4
5776,1
5777,4
5778,2
5779,6
5780,1
5781,6
5782,9
5783,4
5784,2
5785,1
5786,1
5787,2
5788,5
5789,3
5790,5
5791,9
5792,8
5793,6
5794,1
5795,2
